0,0.60079,0.63731,0.41128,-0.21329,-0.06329,-0.48289,-0.39018,-0.30536,0.003358,0.25218,-0.045276,0.069367,-0.13224,0.28194,0.11946,0.055173,0.0094286,0.046309,0.2916,-0.23232,0.29197,-0.13667,0.05848,0.25575,0.33789,0.27683,0.018537,-0.26868,0.16535,0.20182,0.3424,0.16081,0.12429,0.25834,0.087917,0.10123,-0.3672,0.10298,0.13505,-0.033684,0.0039678,0.019225,-0.26059,-0.14058,-0.24528,0.26435,-0.066782,-0.30715,0.1146,0.4753,-0.15543,0.43252,0.032765,-0.078402,-0.2285,-0.049816,-0.28378,0.26954,-0.04708,-0.50207,-0.17848,0.18853,0.013801,-0.22314,-0.031738,0.01835,-0.10348,-0.02417,-0.29356,-0.32319,-0.22546,-0.27996,-0.26046,-0.16063,-0.21864,-0.099536,-0.28298,-0.37691,-0.40845,-0.10033,0.00064057,0.37749,0.41281,0.2607,0.26147,-0.0081675,0.12122,0.32676,0.23478,0.36354,0.79605,0.55153,0.60389,0.44576,-0.37885,-0.14523,-0.2328,-0.26117,-0.092709,-0.39525,0.23723,-0.29499,0.04239,-0.35823,0.17188,0.23698,0.0052454,-0.20686,0.13709,0.24637,-0.19729,0.06257,-0.1836,-0.10933,0.3674,0.22547,0.29795,0.087455,-0.10752,0.034013,0.10305,0.31727,0.13584,-0.10476,0.19705,0.093045,0.33965,-0.22659,0.10716,-0.025947,0.053275,0.068235,0.16217,-0.31329,-0.30689,-0.15758,0.054339,0.015511,-0.27606,-0.085053,0.44283,0.15692,0.36008,-0.029683,0.091621,-0.13799,-0.11807,0.16516,0.013339,-0.13467,-0.23183,-0.12037,0.27564,0.22415,-0.11046,0.25233,0.088098,-0.0064104,0.022915,-0.18776,-0.36356,-0.1714,-0.2386,-0.046029,-0.16713,-0.19164,-0.12694,-0.021557,-0.10152,-0.20019,0.11609,-0.020978,0.37002,0.41814,0.17236,0.15492,0.034918,0.11338,0.24909,0.19846,0.28587
0.60079,0,0.50287,0.49617,-0.3153,-0.31184,-0.38264,-0.32105,-0.16832,-0.091632,0.090207,-0.073306,-0.013028,-0.21686,-0.095127,0.27599,0.13699,-0.14409,-0.13948,0.32572,-0.21496,-0.076128,-0.0010554,-0.10234,0.043753,0.24519,0.22851,0.06713,-0.28597,0.047528,0.228,0.11043,-0.12022,-0.088295,0.34074,0.26195,0.19078,-0.1754,0.27869,0.14814,-0.13883,0.36481,0.44951,-0.15904,-0.18502,0.0058703,-0.033851,-0.3208,-0.05988,0.16133,0.2207,-0.10336,0.19985,-0.036296,-0.11679,-0.13671,-0.098625,-0.34831,0.0041279,-0.020297,-0.33797,0.021658,-0.021713,-0.068338,0.44736,0.205,0.054229,-0.29029,-0.14754,-0.37295,-0.088869,-0.19676,-0.12168,-0.23573,-0.35736,-0.1713,-0.23852,-0.19988,-0.41974,-0.43919,-0.17379,-0.014891,0.35692,0.44173,0.36372,0.23739,-0.079375,-0.026464,-0.087527,-0.076318,0.17881,0.41895,0.56157,0.29578,0.45429,-0.36998,-0.13744,-0.026783,-0.24615,0.067827,-0.16488,0.18346,-0.14678,0.23084,-0.15387,-0.072804,0.27095,0.030178,-0.13708,0.01113,0.35011,-0.33134,-0.15457,-0.027738,-0.011355,0.16002,0.18978,0.22007,0.11716,0.019923,-0.13428,0.11245,0.22778,-0.033418,-0.10006,0.21634,0.23307,0.22139,-0.074927,0.089626,0.10791,0.16363,0.1233,0.13984,-0.16812,-0.12147,0.17392,0.080387,0.031126,0.0014529,0.025935,0.21596,0.18326,0.12489,-0.003307,0.064305,-0.084398,-0.17978,-0.0041666,0.010091,-0.033475,-0.10412,0.099211,0.25563,0.14247,-0.034954,0.34695,0.23623,-0.088101,0.07976,-0.15277,-0.21908,-0.044463,-0.078212,-0.089007,-0.083429,-0.3911,-0.092619,0.053592,0.020664,-0.21841,0.023837,-0.088607,0.33811,0.43102,0.41111,0.33648,0.030397,0.089012,-0.074666,-0.010522,0.1586
0.63731,0.50287,0,0.43958,-0.11515,-0.013153,-0.26538,-0.28104,-0.37025,-0.05033,0.16848,-0.045344,-0.096005,0.0071326,0.133,0.15414,0.15526,0.037118,0.032547,0.25494,-0.26555,0.10269,0.16881,-0.019877,0.034606,0.032125,0.23843,-0.18912,-0.20074,0.24537,0.27765,0.28712,0.11511,-0.021521,0.52799,-0.077336,-0.075114,-0.23609,0.42356,0.20215,0.096193,0.33835,0.3205,-0.10053,-0.21587,0.024605,0.32637,0.067921,-0.28104,-0.029094,0.31327,-0.28178,0.29084,0.020177,-0.00019142,-0.17615,-0.18174,-0.26523,0.058121,-0.31201,-0.46721,-0.23215,0.024633,0.10843,-0.0076004,0.014155,-0.060543,-0.15915,-0.22252,-0.48188,-0.20869,-0.47777,-0.32216,-0.13422,-0.13973,-0.39825,-0.071748,-0.015716,-0.26184,-0.061066,-0.24114,0.20004,0.53985,0.33978,0.19591,0.16483,-0.042484,0.10451,0.19873,0.095374,0.35475,0.52504,0.2857,0.69407,0.36313,-0.4484,-0.1897,-0.16068,-0.40865,-0.12144,-0.31801,0.17486,-0.18262,-0.034188,-0.25368,0.19395,0.23136,0.16546,-0.2859,0.3402,0.24257,-0.34444,0.10167,0.028483,-0.02492,0.1573,-0.082678,0.22477,0.059204,-0.10327,-0.025711,0.18204,0.30527,-0.0091561,-0.24963,0.27725,-0.10749,0.010258,-0.16372,0.13914,0.095114,0.39113,0.15242,0.33509,-0.088342,-0.28335,-0.069111,-0.060995,-0.073517,-0.13597,0.002698,0.32477,-0.11652,0.30121,-0.099189,-0.047067,-0.28069,-0.32407,-0.13457,-0.024257,-0.23182,-0.080089,-0.18017,0.20507,0.079832,-0.10195,0.29951,-0.080128,-0.13961,-0.26713,-0.15708,-0.11838,-0.22629,-0.14145,-0.087513,-0.088205,-0.24435,-0.10647,0.031068,-0.010106,0.038062,-0.044865,0.044433,0.56401,0.3335,0.19396,0.26698,0.073227,0.27077,0.065813,-0.079325,0.36578
0.41128,0.49617,0.43958,0,-0.12268,-0.23545,-0.36916,-0.077471,-0.2482,-0.172,0.30464,0.067479,-0.017398,0.10433,0.012138,0.48553,0.30936,-0.13551,0.05837,0.24514,-0.065959,-0.033558,0.052819,-0.050671,0.45846,0.36342,0.37994,0.10319,-0.18972,0.05592,0.22902,0.083299,-0.19563,-0.23864,0.50317,0.2822,0.0050053,-0.21141,0.21318,0.051242,0.0087046,-0.029444,-0.011707,-0.32699,-0.21203,-0.05383,-0.13567,0.074134,-0.2932,0.27628,0.39594,0.1223,0.43073,0.32008,0.053283,-0.20572,-0.23845,-0.038709,0.065018,0.028155,-0.29354,-0.2017,0.25229,0.10552,0.055131,0.13674,0.23777,0.063697,-0.11074,-0.35231,-0.17898,-0.29364,-0.28286,-0.20745,-0.28404,-0.018518,-0.11773,-0.18026,-0.42227,-0.2318,-0.13194,0.023834,0.29952,0.48181,0.32365,0.12966,-0.070568,-0.082757,-0.21562,-0.089481,0.44943,0.30922,0.24572,0.26633,0.64897,-0.2851,-0.029468,-0.1837,-0.14471,0.0042005,-0.2793,0.075749,-0.23726,0.16664,-0.18952,0.075732,0.082402,-0.055845,-0.42558,0.067091,0.20754,-0.10762,0.065288,0.032371,0.058327,0.37694,0.25803,0.15574,0.15626,-0.020274,-0.11266,0.1533,0.2459,-0.12215,-0.078568,0.25289,0.079448,0.1631,-0.22773,0.18603,0.030899,0.12212,0.06943,0.3493,-0.24397,-0.20447,-0.1553,-0.20311,0.099751,-0.29272,0.064719,0.25554,0.19158,0.21367,0.078743,-0.025717,-0.31585,-0.30342,0.036371,0.08419,-0.054714,-0.11171,-0.20048,0.15068,0.29126,-0.091965,0.30412,0.12387,0.16679,-0.046993,-0.27332,-0.20287,-0.22534,-0.10069,-0.34432,-0.1005,-0.42814,-0.10672,0.0081358,-0.26603,-0.14291,0.040248,-0.0052858,0.37837,0.41455,0.30064,0.30682,-0.03737,0.11716,-0.13796,-0.048183,0.14873
-0.21329,-0.3153,-0.11515,-0.12268,0,0.3895,0.31858,0.088511,0.029895,0.044225,0.080308,-0.18044,0.25477,0.24759,-0.0075124,-0.1993,-0.22104,0.14916,-0.08467,-0.0068491,0.11915,-0.041282,0.25133,0.11095,0.009917,-0.15046,0.2973,-0.12452,0.41495,-0.08422,-0.1889,-0.0035637,0.24594,0.023492,-0.1115,0.12979,-0.026447,-0.11428,0.041026,-0.085961,0.26958,-0.081149,-0.12377,0.17212,0.16826,-0.062607,-0.02023,0.055143,-5.2441e-05,0.0014716,0.050159,0.27939,-0.19412,0.0060919,-0.11368,-0.17039,-0.007919,0.43781,0.017131,-0.11035,0.074134,-0.21109,0.013619,-0.095967,-0.23297,-0.18012,-0.18487,-0.086744,0.072014,0.069968,-0.18648,-0.05209,-0.10869,0.23265,0.034669,0.076188,0.033869,0.034671,0.11132,0.20523,-0.24739,0.1072,-0.07833,-0.11651,-0.36525,-0.29125,-0.37355,-0.27084,0.017428,0.17313,-0.19893,-0.2152,-0.2374,-0.16233,-0.24709,0.28351,0.26118,-0.19185,-0.046476,-0.51934,-0.11762,0.15813,-0.13722,0.054112,0.27909,-0.0163,0.02172,0.064966,0.16219,0.010204,0.23497,0.16147,0.16563,0.077923,0.091185,-0.19499,-0.19315,0.27047,-0.10607,-0.064151,0.065231,-0.15441,-0.09968,0.094357,0.21899,-0.27325,0.06918,-0.0022595,0.032565,-0.10923,-0.1863,-0.014789,-0.028448,-0.094945,0.17923,0.0064575,0.010203,0.062196,-0.063777,0.03423,0.1161,-0.073187,0.20374,-0.098827,0.081884,-0.090203,-0.19035,0.26999,0.24547,0.076283,0.063901,0.024051,-0.094892,0.078399,-0.1085,0.17692,-0.31099,-0.15522,-0.090288,0.085473,0.16248,-0.0018312,0.0067444,0.02564,0.057723,-0.078735,0.19673,0.048481,0.11119,0.14121,0.25708,-0.37693,-0.15369,-0.10086,-0.32282,-0.20969,-0.14216,-0.15739,-0.19747,-0.036869,0.17877,-0.085709
-0.06329,-0.31184,-0.013153,-0.23545,0.3895,0,0.4894,0.16941,0.20527,0.42827,-0.021465,-0.076036,-0.04545,0.475,0.067995,-0.24404,-0.18975,0.31056,0.23382,-0.18823,-0.062677,0.12888,0.17183,0.16179,-0.083173,-0.2002,-0.058244,-0.32298,0.27047,0.077046,0.029357,-0.046315,0.1597,0.011577,-0.04323,-0.096927,-0.14568,-0.017873,-0.15932,0.047969,0.098954,-0.074167,-0.24498,0.12476,0.10692,-0.23264,0.37339,0.31511,-0.26579,-0.13062,0.1147,-0.10881,0.024973,-0.2693,-0.20343,0.062014,-0.0003681,0.23371,-0.041123,-0.1581,0.049718,-0.26601,0.20391,-0.00038897,-0.31142,-0.27965,-0.134,-0.19315,-0.078413,0.0025977,-0.095821,-0.027168,-0.30599,0.17014,-0.021194,-0.0199,0.01415,0.049326,0.098015,0.18753,-0.082141,-0.056417,-0.06141,-0.2274,-0.2818,-0.10439,0.017246,-0.15386,0.11924,0.30907,-0.015834,-0.028274,-0.15986,0.12255,-0.16608,0.17249,0.13343,-0.09,0.11567,-0.1388,0.22963,0.050548,0.25469,-0.079808,0.14779,0.039,-0.017485,0.048359,0.31604,0.19922,-0.033691,-0.1353,0.056966,0.054312,-0.075625,-0.070465,-0.2579,0.2007,-0.42474,-0.27369,-0.060941,-0.056628,-0.075451,-0.11252,-0.043891,-0.18085,-0.14716,-0.025708,0.031615,-0.036377,0.016425,-0.21911,-0.078246,-0.082754,0.071304,-0.070618,-0.24303,0.10503,0.056575,-0.17468,-0.096957,-0.013287,0.037994,0.023374,-0.16591,-0.15807,0.18463,0.31315,0.29555,-0.12615,-0.24247,-0.07681,-0.29509,0.25698,-0.054458,-0.059752,-0.014894,-0.30674,-0.15628,-0.28246,-0.014292,-0.010607,0.075253,0.002272,0.097237,-0.14851,0.14216,-0.097264,0.14777,-0.031665,0.15115,-0.073616,-0.12456,0.085549,-0.13148,-0.30304,0.087225,-0.16502,-0.18869,0.14979,0.32335,0.027062
-0.48289,-0.38264,-0.26538,-0.36916,0.31858,0.4894,0,0.27316,0.53224,0.34201,-0.02823,-0.073642,-0.063655,0.23634,-0.15694,-0.21858,-0.080174,0.23533,0.1694,-0.12359,0.086946,-0.21361,0.26815,0.051975,-0.30621,-0.3073,-0.097213,-0.26689,0.37539,-0.2166,-0.0082397,-0.14371,0.009305,0.13204,0.012376,-0.071237,-0.19824,0.22597,0.016359,-0.013312,0.050497,0.0078156,-0.027957,0.18989,0.22712,-0.12488,0.052191,0.19828,0.021011,-0.24957,-0.2082,0.0050934,-0.17014,-0.33166,-0.27121,0.15981,-0.0058729,0.25073,-0.3674,-0.022583,0.2181,-0.022431,0.23604,-0.30986,0.038204,-0.073394,-0.402,-0.33309,-0.2118,0.12158,0.080494,0.20257,0.037425,0.011122,0.13247,0.22615,-0.098326,0.1346,0.30283,0.31351,-0.15768,-0.12972,-0.080793,-0.29247,-0.27395,-0.081482,-0.008835,-0.40125,-0.11631,0.23945,-0.33007,-0.33611,-0.39181,-0.20772,-0.22775,0.26971,0.14759,0.26739,0.37525,0.14843,0.48035,0.0095889,0.28836,0.0052299,0.12281,-0.065009,-0.13601,0.061308,0.23382,0.19238,-0.066298,-0.048822,-0.040417,0.24384,0.062636,-0.39657,-0.25118,0.073525,-0.18918,-0.11438,-0.13896,-0.0035052,-0.25726,-0.12059,-0.03737,0.0087912,0.11245,-0.31557,0.036843,-0.098432,0.047515,0.01324,-0.14302,-0.16602,0.25161,0.055521,-0.22659,0.29307,0.026923,0.089828,0.14292,-0.1805,0.032263,0.013593,-0.18102,-0.44397,0.28802,0.1733,0.30713,-0.05895,-0.072449,-0.01542,-0.20449,0.051964,-0.29262,0.15593,-0.21216,-0.46318,-0.27361,-0.32151,-0.05048,0.18213,0.024212,0.091743,-0.077185,0.1071,0.1108,-0.15177,0.074191,-0.019961,0.066846,-0.34071,-0.020547,-0.08226,-0.27391,-0.16482,-0.0071639,-0.071424,-0.34091,-0.11726,0.11487,-0.0032667
-0.39018,-0.32105,-0.28104,-0.077471,0.088511,0.16941,0.27316,0,0.33357,0.1419,-0.098612,0.15274,-0.20991,0.21541,0.0072324,-0.11092,-0.062105,0.26767,0.053945,0.049003,0.41165,-0.021525,0.17125,0.35544,0.082642,0.067229,0.027582,-0.27045,0.051676,-0.22252,-0.040874,-0.27748,-0.44508,-0.024785,-0.026147,0.035798,-0.0335,0.16927,-0.14189,0.26835,0.24636,0.0041698,-0.123,0.059075,0.11803,-0.14486,-0.27485,0.21367,-0.025656,0.079357,-0.16726,0.2916,-0.038806,-0.15314,-0.11201,0.15839,0.081947,0.13496,0.054093,0.25257,0.27067,-0.30012,0.18434,-0.15354,-0.1286,0.049136,0.036926,0.077566,0.061114,-0.025003,0.076226,0.041708,-0.046304,0.015892,0.074912,0.0098648,0.1957,0.18051,0.28548,0.38025,0.0043579,0.055959,-0.14997,-0.095264,-0.15013,0.11863,0.22021,-0.21236,-0.0035117,-0.18936,-0.12648,-0.3421,-0.25249,-0.30835,-0.25368,0.14675,-0.0058962,0.25645,0.57606,0.28064,0.27268,-0.29477,0.078321,-0.20761,-0.073597,-0.14365,-0.26438,-0.085277,0.26718,-0.26494,-0.22465,0.30888,-0.10096,0.21867,0.10541,-0.1548,-0.10096,-0.24657,-0.38947,-0.19089,-0.072014,-0.1744,-0.20675,-0.20578,0.25141,-0.028694,0.012979,-0.10444,-0.1195,0.050766,0.16131,-0.12127,0.02787,0.018291,-0.0046855,0.0050782,-0.21844,-0.11085,0.14978,-0.12964,0.15451,-0.23616,0.032911,-0.10379,-0.14218,-0.29996,0.084815,0.0053658,0.06425,0.21425,0.19476,0.0089029,-0.32162,-0.034839,-0.24779,-0.0069365,0.16224,-0.24669,-0.077832,-0.075441,-0.03267,-0.048366,0.092774,0.12424,0.0082331,0.0065221,0.019535,0.22144,0.10255,0.36452,0.05395,-0.27144,-0.19123,-0.12694,-0.23516,-0.24667,-0.068164,-0.16153,-0.18776,0.0442,0.0088357,-0.07759
-0.30536,-0.16832,-0.37025,-0.2482,0.029895,0.20527,0.53224,0.33357,0,0.39299,-0.097978,0.025533,0.018541,-0.057957,-0.27567,-0.18244,-0.084002,0.0070409,0.12115,-0.21786,-0.024422,-0.27189,0.1153,0.0072519,-0.14508,-0.18701,0.14034,-0.16715,0.27036,-0.4192,-0.24027,-0.36804,-0.29309,-0.22206,-0.1732,0.0041121,0.08856,0.0066179,-0.27639,-0.087425,-0.0082173,-0.090462,-0.049903,0.24477,0.3704,-0.18282,0.13043,0.20722,-0.10822,-0.079493,-0.25221,0.080975,-0.011468,-0.24699,-0.152,0.40769,0.24601,0.20518,-0.10308,0.1587,0.064782,-0.066535,0.13474,-0.041564,0.0029415,0.15774,-0.24241,-0.23837,-0.038055,0.13297,0.02903,0.16597,-0.071269,-0.063351,-0.044738,0.094061,-0.12527,0.13244,0.025134,0.0066919,0.024891,-0.10378,0.048489,0.12154,-0.025459,0.20492,0.19162,-0.088883,-0.068087,0.061755,-0.15804,-0.17331,-0.29161,-0.21474,-0.22261,0.42951,0.16044,0.21738,0.34608,0.27844,0.53686,-0.047507,0.15111,0.15533,0.11318,-0.35251,-0.12599,0.035084,0.37636,0.022162,-0.23926,-0.096152,-0.41654,0.061196,-0.070974,-0.1678,-0.26469,0.13957,-0.08733,-0.069885,-0.34708,-0.33728,-0.20287,-0.21868,-0.11535,0.0077563,0.25437,-0.05509,0.13849,-0.23995,-0.085414,-0.15062,-0.36004,-0.39424,0.39694,0.24578,-0.30746,0.4532,0.15034,-0.23397,0.27146,-0.25853,0.07225,-0.12909,-0.29367,-0.29449,0.21054,0.15629,0.31967,0.082413,0.10676,-0.04266,-0.37424,-0.028864,0.019733,0.19526,0.12517,-0.26662,-0.221,-0.15853,-0.14842,0.20552,0.18421,-0.17745,-0.083702,0.083595,-0.17675,0.035404,0.16898,-0.037446,-0.17845,-0.093468,-0.054358,0.12929,0.15592,0.14054,0.057259,0.057181,-0.13992,0.077199,0.04327,-0.10866
0.003358,-0.091632,-0.05033,-0.172,0.044225,0.42827,0.34201,0.1419,0.39299,0,0.030884,0.40024,-0.076366,0.34777,-0.058043,-0.19657,-0.26384,0.11501,0.18917,-0.23663,-0.074742,0.0678,0.076556,-0.027887,-0.19176,-0.0020936,-0.11323,-0.21115,-0.084738,-0.20809,-0.13905,-0.159,0.038292,-0.20837,-0.042735,-0.065726,0.18401,0.053204,-0.30827,-0.22955,-0.079202,-0.038555,-0.028098,-0.070627,-0.047622,-0.23075,0.30061,0.28186,-0.17407,0.0038559,-0.13716,-0.12068,-0.0811,-0.11286,0.025352,0.4915,0.19273,0.24196,0.1373,-0.029051,0.061879,-0.20709,0.20703,0.059029,-0.11625,0.15204,-0.26967,-0.26635,0.14159,-0.20189,-0.027265,0.03978,-0.20882,0.09179,0.048335,-0.17594,0.039632,-0.014056,-0.082519,0.11809,0.23655,-0.12389,0.040438,0.040285,0.12683,0.27985,0.36443,0.11372,0.13973,0.31523,-0.0038169,-0.12857,-0.38763,-0.15639,-0.2994,0.087789,-0.0025653,0.064231,0.1918,-0.12341,0.37661,0.14309,0.2292,0.029349,0.25125,-0.29124,-0.022353,0.024886,0.33362,0.1377,-0.075113,0.095152,-0.29958,0.21822,-0.033228,-0.1652,-0.5011,0.25672,-0.36452,-0.1281,-0.39687,-0.29546,-0.18274,-0.018483,-0.22382,-0.052014,-0.14744,0.056198,0.083922,-0.45373,-0.27796,-0.20529,-0.26215,-0.21741,-0.065631,-0.082839,-0.34741,0.068156,0.1306,-0.28363,-0.040323,-0.052394,-0.037223,-0.036624,-0.16285,-0.17719,0.25864,0.17817,0.36499,0.093717,-0.23548,0.054273,-0.4323,0.33005,0.010978,-0.31118,0.14322,-0.23893,-0.15286,-0.22264,-0.40671,-0.01772,0.070803,-0.13723,-0.029086,0.031604,-0.24054,-0.17023,0.047983,-0.021805,0.010362,0.16182,-0.16808,0.11132,0.10731,0.13195,0.2925,0.066786,0.032017,0.0044404,0.35161,0.033933
