0.056005,0.076074,-0.044401,0.012272,0.008261,0.02293,-0.010797,0.012118,0.013913,0.029478
0.041873,0.058877,-0.038819,0.03099,-0.0097182,0.039358,-0.0082067,0.0098265,0.023709,0.010179
0.052411,0.060473,-0.039196,0.013426,-0.0084994,0.030797,-0.00088318,0.0071296,0.019052,0.022889
0.050764,0.056302,-0.033896,0.016919,-0.017546,0.024942,3.9228e-05,0.0095706,0.0072899,0.018186
0.0426,-0.051402,0.025124,-0.0038707,0.0055123,-2.3779e-05,-0.0005247,0.00048951,0.0041327,-0.0078068
0.048577,-0.06673,0.026996,0.0045744,0.016248,0.013314,-0.0092984,0.0089558,-0.0045001,-0.010513
0.024964,-0.071088,0.020074,0.011109,0.042414,0.01791,-0.0090891,0.015815,0.0044714,0.010993
-0.010146,-0.049046,0.0043737,0.018287,0.03845,-9.8206e-05,0.018341,0.022499,0.0033591,0.016951
0.029411,-0.062768,0.034696,0.0082115,0.041153,0.025024,-0.010604,0.015225,0.0055697,0.0065523
0.03434,-0.048172,0.016846,0.02733,0.025762,0.011163,-0.017314,0.016251,-0.0099376,-0.017588
0.075179,-0.023547,-0.003231,-0.024065,-0.064772,-0.02983,0.016476,-0.0016908,-0.004036,-0.0014103
0.052961,-0.050565,0.010193,-0.005222,-0.0157,0.0013236,0.0042264,0.0026128,-0.0098805,-0.0020776
0.067742,-0.030162,0.0044666,-0.027287,-0.047559,-0.025866,0.0098533,-0.010358,0.0050074,-4.6489e-06
0.055085,-0.07055,0.026206,-0.0081656,-0.010944,0.01506,0.0012643,-0.0063095,-0.0016785,-0.00208
-0.022685,0.011224,-0.029767,-0.027058,0.0056328,0.031452,0.034029,-0.025885,-0.027903,-0.02212
0.069898,-0.010349,-0.010412,-0.018614,-0.06752,-0.021787,0.016163,-0.0016573,-0.001749,0.0079454
0.074026,-0.01658,-0.0084147,-0.018791,-0.076953,-0.016725,0.021862,-0.0041184,0.0033448,0.0040976
0.044156,-0.06469,0.01804,-0.013146,0.0014707,0.013307,0.012932,-0.0092256,0.0077455,0.0021499
0.068991,-0.046302,0.0069959,-0.025327,-0.048009,-0.0075916,0.019866,-0.013322,0.0038324,-0.0012487
0.067377,0.018429,-0.02277,-0.02451,-0.035639,-0.027425,0.0099704,0.0051591,-0.0030926,0.00506
-0.074959,-0.024349,-0.024939,0.012755,0.010959,-0.024156,0.042959,0.0063795,0.02744,0.0088752
-0.036142,-0.0013127,-0.035147,0.007493,0.00020837,0.018658,0.019265,-0.038489,-0.022774,-0.015658
