100 , 0.3098912 , 0.0546705 , 5.317961e-09
101 , 0.4343294 , 0.0532919 , 4.0487745e-15
102 , 0.2608714 , 0.0542259 , 0.0000005
103 , 0.4995499 , 0.0507948 , 3.2259006e-19
104 , 0.4545902 , 0.0515559 , 1.1924923e-16
105 , 0.2379269 , 0.0531366 , 0.0000034
106 , 0.5103177 , 0.0484911 , 3.4795634e-21
107 , 0.5628527 , 0.0438495 , 5.855108e-27
108 , 0.5329555 , 0.0481537 , 4.2393853e-22
109 , 0.5804433 , 0.0444216 , 3.05196e-27
10 , 0.5705430 , 0.0422013 , 4.2427814e-28
110 , 0.5044522 , 0.0499307 , 5.629058e-20
111 , 0.4990722 , 0.0466523 , 1.2286366e-21
112 , 0.3546549 , 0.0530891 , 1.6097734e-11
113 , 0.3411332 , 0.0591532 , 2.4240149e-09
114 , 0.1940207 , 0.0587934 , 0.0003094
115 , 0.3229910 , 0.0523627 , 3.2896959e-10
116 , 0.4289312 , 0.0513092 , 2.3781866e-15
117 , 0.2538392 , 0.0538072 , 0.0000009
118 , 0.4673169 , 0.0515828 , 3.0149808e-17
119 , 0.3576547 , 0.0581555 , 2.5822903e-10
11 , 0.4896577 , 0.0487060 , 1.169901e-19
120 , 0.2416807 , 0.0585720 , 0.0000108
121 , 0.4899615 , 0.0469506 , 9.31907e-21
122 , 0.3733521 , 0.0504086 , 4.6432961e-13
123 , 0.3822156 , 0.0533155 , 1.9786361e-12
124 , 0.4086568 , 0.0530167 , 6.1001465e-14
125 , 0.2604615 , 0.0615342 , 0.0000057
126 , 0.3400798 , 0.0567447 , 6.769136e-10
127 , 0.2866855 , 0.0571989 , 0.0000002
128 , 0.1916073 , 0.0573635 , 0.0002686
129 , 0.2818897 , 0.0578599 , 0.0000003
12 , 0.5542839 , 0.0446162 , 1.0765189e-25
130 , 0.4854810 , 0.0496547 , 1.0537901e-19
131 , 0.2866997 , 0.0563230 , 0.0000001
132 , 0.1992838 , 0.0565956 , 0.0001522
133 , 0.3348116 , 0.0538634 , 2.4245837e-10
134 , 0.3804104 , 0.0549614 , 7.255197e-12
135 , 0.1552883 , 0.0535831 , 0.0014124
136 , 0.4020906 , 0.0533640 , 1.5920577e-13
137 , 0.2626082 , 0.0532353 , 0.0000002
138 , 0.1845034 , 0.0583622 , 0.0004848
139 , 0.3524972 , 0.0535151 , 4.4491056e-11
13 , 0.2734384 , 0.0597579 , 0.0000012
140 , 0.3309477 , 0.0515242 , 1.1491999e-10
141 , 0.3419449 , 0.0578394 , 1.9386349e-09
142 , 0.2818662 , 0.0527266 , 3.9259484e-08
143 , 0.1673599 , 0.0595025 , 0.0017354
144 , 0.3764925 , 0.0535286 , 1.9578659e-12
145 , 0.4514671 , 0.0569154 , 8.7476325e-15
146 , 0.2234714 , 0.0579643 , 0.0000447
147 , 0.2194171 , 0.0553530 , 0.0000225
148 , 0.2607406 , 0.0580480 , 0.0000018
149 , 0.4392999 , 0.0534171 , 1.0674613e-15
14 , 0.3184596 , 0.0546268 , 2.07249e-09
150 , 0.3503271 , 0.0578990 , 9.9981885e-10
151 , 0.1638075 , 0.0541787 , 0.0008150
152 , 0.3805937 , 0.0524780 , 6.493097e-13
153 , 0.3708151 , 0.0520574 , 2.6314672e-12
154 , 0.2348401 , 0.0561267 , 0.0000094
155 , 0.3004000 , 0.0535624 , 1.078656e-08
156 , 0.3029537 , 0.0557159 , 2.539778e-08
157 , 0.4311900 , 0.0535046 , 1.8233827e-14
158 , 0.2843137 , 0.0528165 , 1.6167096e-08
159 , 0.3339472 , 0.0527585 , 2.3119889e-10
15 , 0.4460170 , 0.0488683 , 1.1960338e-17
160 , 0.3922197 , 0.0530686 , 5.3372085e-13
161 , 0.2573816 , 0.0571341 , 0.0000024
162 , 0.3365981 , 0.0543142 , 3.5196604e-10
163 , 0.4622004 , 0.0503354 , 3.2809821e-17
164 , 0.3669514 , 0.0503250 , 8.488803e-13
165 , 0.1667487 , 0.0579262 , 0.0016799
166 , 0.1823597 , 0.0580245 , 0.0005643
167 , 0.2793905 , 0.0564663 , 0.0000004
168 , 0.2659109 , 0.0542085 , 0.0000003
169 , 0.4316851 , 0.0512107 , 5.9838305e-16
16 , 0.4540769 , 0.0538593 , 1.5010951e-15
170 , 0.3963354 , 0.0559580 , 3.0135435e-12
