100 , -0.1529362 , 0.0078541 , 0.4558909 , 0.0071618
101 , -0.0401829 , 0.5073610 , 0.1526494 , 0.2969894
102 , -0.1022755 , 0.0711128 , 0.4067704 , 0.0249900
103 , -0.0446520 , 0.4773035 , 0.0468425 , 0.7287418
104 , -0.0992153 , 0.1058462 , 0.2637392 , 0.0665972
105 , 0.0365380 , 0.5156902 , -0.1053036 , 0.5608202
106 , -0.0709878 , 0.2546210 , 0.2588182 , 0.0561302
107 , -0.0093456 , 0.8830864 , 0.0572215 , 0.6449161
108 , -0.0756412 , 0.2302413 , 0.2163454 , 0.0983187
109 , 0.0241567 , 0.7082532 , -0.0041993 , 0.9726204
10 , 0.0099203 , 0.8743920 , 0.0215465 , 0.8585686
110 , -0.0269768 , 0.6667511 , 0.1857343 , 0.1660674
111 , -0.0548150 , 0.3666367 , 0.1927217 , 0.1446966
112 , 0.1100598 , 0.0596547 , -0.2149143 , 0.1667883
113 , -0.0341116 , 0.5731405 , -0.0487625 , 0.7648571
114 , 0.0398890 , 0.4816159 , -0.0076140 , 0.9732075
115 , 0.0746005 , 0.1917336 , -0.1453196 , 0.3702402
116 , -0.0690579 , 0.2488910 , 0.1981774 , 0.1691496
117 , -0.0192274 , 0.7325072 , -0.0621017 , 0.7312577
118 , 0.0825523 , 0.1760378 , -0.0967007 , 0.4970012
119 , -0.1207717 , 0.0456662 , 0.0624697 , 0.7004521
11 , -0.0050863 , 0.9340771 , 0.0919859 , 0.4937841
120 , 0.0721071 , 0.2108877 , -0.1476430 , 0.4579853
121 , -0.0246729 , 0.6878598 , -0.0240240 , 0.8575369
122 , 0.0792236 , 0.1698659 , 0.0550992 , 0.7100490
123 , -0.0148577 , 0.8020252 , 0.0591822 , 0.6967926
124 , -0.0217493 , 0.7194191 , 0.1564794 , 0.2951500
125 , -0.0579568 , 0.3316475 , 0.0894185 , 0.6340415
126 , 0.0525261 , 0.3773608 , -0.2042117 , 0.2157514
127 , -0.0629724 , 0.2773955 , 0.2955107 , 0.1106379
128 , 0.0169331 , 0.7658953 , -0.1696315 , 0.4157421
129 , -0.0539788 , 0.3557456 , -0.0098609 , 0.9555843
12 , 0.0462928 , 0.4643012 , -0.0145440 , 0.9060274
130 , 0.0489535 , 0.4304281 , -0.0127466 , 0.9246878
131 , -0.1290661 , 0.0257333 , 0.4281774 , 0.0121036
132 , 0.0452666 , 0.4197432 , 0.0738046 , 0.7277647
133 , 0.0750893 , 0.1967121 , -0.0946650 , 0.5611123
134 , -0.0432335 , 0.4659945 , -0.0604402 , 0.6951619
135 , -0.0642125 , 0.2382474 , 0.1374456 , 0.5481921
