100 , 0.1508598 , 0.0068853 , -0.5755570 , 0.0111137
101 , 0.1325186 , 0.0251822 , -0.3983786 , 0.0434796
102 , 0.0406266 , 0.4578670 , -0.5269671 , 0.0386433
103 , 0.0416452 , 0.4966917 , -0.1546430 , 0.4025983
104 , 0.0398051 , 0.5040572 , -0.3737806 , 0.0519331
105 , -0.0661945 , 0.2228939 , 0.2779291 , 0.2613496
106 , 0.1022851 , 0.0890680 , -0.5235771 , 0.0037314
107 , 0.0580147 , 0.3471657 , -0.3042942 , 0.0698658
108 , 0.1437143 , 0.0200478 , -0.4713674 , 0.0058318
109 , -0.0587266 , 0.3505138 , 0.1829942 , 0.2723206
10 , 0.0260894 , 0.6727951 , -0.0739131 , 0.6567334
110 , 0.0572470 , 0.3480013 , -0.2184112 , 0.2286188
111 , -0.0057507 , 0.9233388 , -0.1601025 , 0.3626858
112 , -0.0287515 , 0.6121541 , 0.2119799 , 0.3116647
113 , 0.0317712 , 0.5860610 , -0.0340703 , 0.8794311
114 , 0.1277306 , 0.0200039 , -0.5589804 , 0.0592247
115 , 0.0289334 , 0.6032057 , 0.0058182 , 0.9782393
116 , 0.0514543 , 0.3817198 , -0.3538687 , 0.0624717
117 , 0.0269436 , 0.6223044 , 0.1509099 , 0.5359882
118 , 0.0501209 , 0.4040338 , -0.0881816 , 0.6401975
119 , 0.0829520 , 0.1547548 , -0.0306770 , 0.8887390
11 , -0.0281090 , 0.6407627 , -0.0728451 , 0.6872012
120 , -0.0746476 , 0.1804476 , 0.3138729 , 0.2330479
121 , -0.0004344 , 0.9940292 , 0.0439653 , 0.8048221
122 , -0.0068949 , 0.9030224 , -0.3414004 , 0.0874146
123 , 0.0434284 , 0.4544069 , -0.1936299 , 0.3412206
124 , -0.0087962 , 0.8808435 , -0.2063980 , 0.3073029
125 , 0.0754958 , 0.1870654 , -0.2367963 , 0.3572991
126 , -0.0440072 , 0.4503400 , 0.2260665 , 0.2945081
127 , 0.0625267 , 0.2684082 , -0.4725180 , 0.0496323
128 , -0.0484547 , 0.3743730 , 0.2849084 , 0.3166668
129 , 0.0998544 , 0.0762009 , -0.0457632 , 0.8502360
12 , -0.0678705 , 0.2718203 , 0.0273181 , 0.8700628
130 , -0.0048505 , 0.9356534 , 0.0795123 , 0.6600425
131 , 0.0085138 , 0.8793323 , -0.4841242 , 0.0391382
132 , -0.0202938 , 0.7102814 , -0.0404349 , 0.8860006
133 , 0.0055092 , 0.9221758 , -0.1903139 , 0.3809109
134 , 0.0506798 , 0.3846769 , 0.1124575 , 0.5905668
135 , 0.0512047 , 0.3320614 , -0.0311996 , 0.9189827
136 , 0.0152293 , 0.7950924 , 0.2575382 , 0.1952644
137 , 0.0241869 , 0.6569758 , -0.3110549 , 0.1839092
138 , 0.1380450 , 0.0120257 , -0.3627364 , 0.2037162
139 , 0.0388379 , 0.4950536 , -0.0107778 , 0.9595370
13 , 0.0109635 , 0.8481385 , 0.1158377 , 0.6419831
140 , -0.0703507 , 0.2085853 , 0.5090429 , 0.0166323
141 , 0.0377776 , 0.5178206 , -0.0455311 , 0.8399361
142 , -0.0296036 , 0.5900988 , 0.0895335 , 0.6973570
143 , 0.0435621 , 0.4284306 , 0.0864705 , 0.7822116
144 , -0.0134378 , 0.8154235 , 0.0301916 , 0.8833605
145 , -0.0049701 , 0.9352312 , 0.0355625 , 0.8570784
146 , -0.0641837 , 0.2497213 , 0.3136576 , 0.2395015
147 , -0.0513609 , 0.3450051 , 0.1474059 , 0.5766425
148 , 0.0327315 , 0.5586207 , -0.1888598 , 0.4546949
149 , -0.0421315 , 0.4797217 , 0.1230451 , 0.5252297
14 , 0.0584707 , 0.2999501 , -0.2603691 , 0.2394505
150 , 0.0186721 , 0.7494094 , 0.0718157 , 0.7465862
151 , -0.0312096 , 0.5577116 , 0.2564561 , 0.3864857
