100 , -0.1567398 , 0.0057733 , 0.4719564 , 0.0031590
101 , -0.0576370 , 0.3391251 , 0.1747829 , 0.1983470
102 , -0.1088814 , 0.0510293 , 0.4025958 , 0.0201024
103 , -0.0515230 , 0.4082868 , 0.0791283 , 0.5316190
104 , -0.1196307 , 0.0482832 , 0.3093357 , 0.0205946
105 , 0.0225405 , 0.6862000 , -0.0974724 , 0.5736920
106 , -0.0788546 , 0.1994141 , 0.2776372 , 0.0284348
107 , -0.0312631 , 0.6187389 , 0.1163410 , 0.3212472
108 , -0.0779987 , 0.2134913 , 0.2244032 , 0.0678994
109 , 0.0074063 , 0.9075024 , 0.0583537 , 0.6116218
10 , -0.0062587 , 0.9199800 , 0.0994024 , 0.3802944
110 , -0.0485614 , 0.4336957 , 0.2437683 , 0.0499947
111 , -0.0704635 , 0.2432829 , 0.2444897 , 0.0487677
112 , 0.1133008 , 0.0512262 , -0.2317819 , 0.1109772
113 , -0.0319874 , 0.5953177 , -0.0596280 , 0.6963072
114 , 0.0311968 , 0.5817575 , 0.0547334 , 0.7879426
115 , 0.1061741 , 0.0607843 , -0.2314510 , 0.1243870
116 , -0.1109088 , 0.0619523 , 0.3051955 , 0.0249843
117 , -0.0061082 , 0.9130752 , -0.1150784 , 0.4973932
118 , 0.0853663 , 0.1587493 , -0.0906585 , 0.4898025
119 , -0.1240057 , 0.0385458 , 0.0529970 , 0.7310037
11 , -0.0115143 , 0.8505809 , 0.1405654 , 0.2615531
120 , 0.0787072 , 0.1679069 , -0.1785791 , 0.3388736
121 , -0.0200105 , 0.7432208 , -0.0030088 , 0.9807201
122 , 0.0743964 , 0.1954184 , 0.0668897 , 0.6282950
123 , -0.0343222 , 0.5586092 , 0.0982080 , 0.4922291
124 , -0.0330790 , 0.5815335 , 0.1859859 , 0.1855853
125 , -0.0610409 , 0.3026066 , 0.0812796 , 0.6484862
126 , 0.0473110 , 0.4252525 , -0.1514764 , 0.3232910
127 , -0.0843283 , 0.1445418 , 0.3617997 , 0.0319226
128 , 0.0169233 , 0.7637809 , -0.1488485 , 0.4569147
129 , -0.0677215 , 0.2437185 , 0.0092723 , 0.9558713
12 , 0.0515506 , 0.4094649 , -0.0111208 , 0.9235123
130 , 0.0347998 , 0.5704896 , 0.0225627 , 0.8584321
131 , -0.1182524 , 0.0387957 , 0.3978444 , 0.0136276
132 , 0.0374993 , 0.5018709 , 0.1261508 , 0.5223697
133 , 0.0592110 , 0.3079141 , -0.0632222 , 0.6749276
134 , -0.0340694 , 0.5663418 , -0.1216785 , 0.4019912
135 , -0.0667384 , 0.2187272 , 0.1262350 , 0.5451664
136 , -0.0336472 , 0.5730125 , -0.1258234 , 0.3692176
137 , -0.0058390 , 0.9169484 , -0.0195861 , 0.9057727
138 , -0.0716829 , 0.2060172 , 0.0380808 , 0.8517047
139 , -0.0576889 , 0.3229961 , 0.1139323 , 0.4375375
13 , 0.1016075 , 0.0825578 , -0.3283626 , 0.0564836
140 , -0.0298040 , 0.6017304 , -0.1940398 , 0.1875062
141 , -0.0144075 , 0.8091905 , -0.0252007 , 0.8711795
142 , 0.0232580 , 0.6797441 , 0.0179626 , 0.9116914
143 , 0.0701180 , 0.2145491 , -0.3341346 , 0.1342382
144 , 0.0690753 , 0.2413547 , -0.0228243 , 0.8733596
145 , -0.0341000 , 0.5872877 , 0.0740696 , 0.5885159
146 , 0.0418360 , 0.4628898 , -0.1681547 , 0.3660335
147 , 0.1396341 , 0.0127446 , -0.2222405 , 0.2230132
148 , -0.0042341 , 0.9413447 , 0.1013523 , 0.5646563
149 , 0.0748998 , 0.2272747 , -0.1721606 , 0.1959625
14 , -0.1096645 , 0.0558969 , 0.0829681 , 0.5997759
150 , 0.0007623 , 0.9897203 , -0.0857223 , 0.5788595
151 , 0.1033476 , 0.0584461 , -0.4497275 , 0.0350306
152 , 0.0154579 , 0.7922153 , -0.2369898 , 0.0900002
153 , -0.0226110 , 0.6971535 , -0.2793938 , 0.0540459
154 , 0.0014119 , 0.9801349 , -0.0000163 , 1.0000000
155 , 0.0856815 , 0.1340455 , -0.2458434 , 0.1174351
156 , 0.0605983 , 0.2936275 , -0.2111974 , 0.1892352
157 , 0.0421708 , 0.4859613 , -0.1948034 , 0.1566784
158 , 0.0468567 , 0.4021400 , 0.0292714 , 0.8556129
159 , -0.0056409 , 0.9218432 , -0.2060310 , 0.1683053
15 , -0.0978057 , 0.0979540 , 0.3415685 , 0.0097124
160 , 0.0240788 , 0.6848838 , -0.2286998 , 0.0997973
161 , 0.0719788 , 0.2093502 , 0.1834167 , 0.2938552
